user_id	item_id	rating	timestamp	context_cat	context_city
110745	1493	5.0	2013-07-02 21:52:50	3	370
63540	1493	5.0	2013-04-28 03:23:01	3	370
10966	1493	5.0	2017-03-21 02:39:14	3	370
88881	1493	3.0	2017-04-03 23:43:58	3	370
94611	1493	5.0	2012-02-12 23:17:10	3	370
102512	1493	5.0	2015-06-18 16:37:28	3	370
106266	1493	5.0	2016-11-30 16:56:33	3	370
12784	1493	5.0	2012-04-04 02:02:09	3	370
56968	1493	5.0	2013-05-16 19:19:36	3	370
103771	1493	5.0	2011-12-23 15:48:32	3	370
129482	1493	5.0	2018-04-10 21:21:44	3	370
59168	1493	5.0	2015-03-12 05:30:59	3	370
64422	1493	5.0	2014-05-21 23:59:05	3	370
40048	1493	5.0	2014-02-17 23:10:32	3	370
14562	1493	5.0	2012-12-28 16:22:04	3	370
2466	1493	4.0	2014-10-08 18:37:19	3	370
8384	1493	4.0	2013-06-09 15:12:22	3	370
97809	1493	5.0	2016-01-11 15:48:43	3	370
114598	1493	5.0	2016-06-26 13:42:58	3	370
21056	1493	5.0	2011-05-21 20:05:41	3	370
21684	6420	3.0	2014-02-05 20:30:30	543	502
114592	6420	2.0	2015-09-10 02:41:13	543	502
92217	6420	5.0	2017-08-18 01:42:46	543	502
86265	6420	5.0	2015-09-26 16:13:09	543	502
1865	6420	3.0	2015-06-22 16:08:27	543	502
51459	6420	4.0	2013-06-26 02:48:00	543	502
12821	6420	4.0	2017-01-15 17:52:06	543	502
19940	6420	5.0	2017-08-18 01:43:07	543	502
54928	6420	4.0	2013-02-03 05:18:41	543	502
58137	6420	5.0	2018-01-24 18:22:22	543	502
11715	6420	5.0	2013-10-28 11:18:43	543	502
9335	6420	1.0	2017-08-02 17:47:33	543	502
14080	6420	1.0	2016-09-20 15:39:05	543	502
6395	6420	1.0	2009-06-17 06:10:19	543	502
73620	6420	2.0	2015-03-13 20:42:05	543	502
55796	6420	5.0	2017-11-23 19:58:47	543	502
83498	8752	5.0	2015-01-04 00:01:03	287	370
108798	8752	2.0	2014-07-13 17:25:47	287	370
114119	8752	5.0	2010-08-20 19:16:04	287	370
80917	8752	5.0	2017-01-02 14:25:26	287	370
7828	8752	5.0	2015-07-28 17:15:20	287	370
129720	8752	5.0	2015-06-21 01:11:14	287	370
90714	8752	4.0	2015-12-06 01:36:28	287	370
32397	8752	4.0	2014-11-13 20:50:21	287	370
125121	8752	5.0	2014-12-18 17:39:44	287	370
53180	8752	5.0	2016-07-15 01:02:25	287	370
10559	8752	4.0	2012-03-30 17:55:49	287	370
45937	8752	5.0	2015-09-10 17:33:00	287	370
50041	8752	5.0	2015-02-03 00:47:32	287	370
71770	8752	5.0	2016-02-14 19:09:57	287	370
94516	8752	5.0	2014-08-11 22:03:48	287	370
31877	8752	5.0	2014-02-25 16:30:15	287	370
36070	8752	1.0	2017-10-12 10:39:39	287	370
114119	8752	5.0	2014-07-15 14:36:08	287	370
54744	8752	5.0	2017-01-29 17:45:25	287	370
45045	8752	5.0	2014-12-21 18:34:33	287	370
86430	8752	5.0	2015-06-10 02:30:08	287	370
90981	8752	5.0	2016-03-19 19:00:22	287	370
53180	8752	5.0	2016-05-08 00:00:10	287	370
17181	8752	4.0	2014-04-24 17:35:06	287	370
90070	8752	3.0	2012-08-22 00:52:20	287	370
125683	8752	5.0	2017-05-04 23:32:20	287	370
21874	8752	4.0	2015-03-19 15:19:51	287	370
96175	8752	5.0	2015-04-04 02:36:50	287	370
28168	8752	5.0	2018-02-11 23:46:03	287	370
2767	8752	5.0	2015-10-11 00:25:02	287	370
105869	8752	5.0	2014-12-22 19:03:16	287	370
116604	8752	4.0	2017-05-29 22:18:23	287	370
79706	8752	5.0	2018-04-18 01:25:01	287	370
97391	8752	1.0	2017-06-10 18:55:59	287	370
65422	8752	5.0	2016-05-24 15:54:56	287	370
34330	8752	5.0	2012-06-06 01:54:32	287	370
12774	8752	2.0	2014-11-16 02:53:56	287	370
97921	8752	5.0	2012-05-01 13:12:32	287	370
23515	8752	5.0	2014-08-01 02:16:11	287	370
68743	8752	5.0	2012-05-04 01:03:47	287	370
45284	8752	5.0	2014-12-02 04:40:16	287	370
5849	8752	4.0	2012-07-22 20:57:53	287	370
14796	8752	4.0	2010-12-13 23:48:22	287	370
69248	8752	5.0	2012-11-11 03:51:44	287	370
110261	8752	5.0	2017-08-19 23:32:29	287	370
112764	8752	3.0	2012-03-08 19:01:16	287	370
27423	8752	5.0	2013-03-05 14:40:21	287	370
138025	8752	1.0	2016-12-25 20:12:51	287	370
76857	8752	4.0	2015-02-08 19:48:15	287	370
25991	8752	5.0	2014-03-09 23:16:24	287	370
81485	8752	3.0	2015-02-07 15:50:24	287	370
94187	8752	4.0	2012-07-11 00:46:46	287	370
93216	8752	5.0	2014-04-10 15:36:36	287	370
69825	8752	4.0	2015-06-26 02:42:59	287	370
114736	8752	5.0	2014-03-21 00:00:34	287	370
2999	8752	3.0	2016-02-03 16:57:37	287	370
27568	8752	1.0	2012-11-18 03:22:31	287	370
29954	8752	4.0	2012-12-23 17:08:53	287	370
141968	8752	5.0	2017-08-13 20:38:05	287	370
90379	8752	5.0	2016-03-13 15:56:32	287	370
21622	8752	5.0	2015-09-16 15:47:45	287	370
3827	8752	4.0	2013-02-07 01:40:40	287	370
48294	8752	5.0	2014-04-28 21:36:50	287	370
87545	8752	4.0	2011-11-20 23:01:27	287	370
120768	8752	5.0	2014-09-22 00:18:31	287	370
89023	7542	4.0	2017-01-14 20:54:15	550	328
85996	7542	5.0	2017-04-30 17:26:37	550	328
113303	7542	5.0	2018-03-07 12:13:26	550	328
132395	7542	5.0	2018-03-07 01:24:05	550	328
10417	7542	5.0	2018-03-16 22:13:07	550	328
89023	7542	4.0	2018-07-28 20:39:45	550	328
73226	7542	5.0	2017-01-31 18:06:07	550	328
70663	7542	3.0	2017-12-06 18:09:37	550	328
138912	7542	5.0	2017-01-30 18:23:14	550	328
52816	7542	1.0	2017-11-21 11:17:10	550	328
131648	7542	5.0	2017-05-06 18:59:45	550	328
97924	7542	4.0	2018-02-05 19:55:28	550	328
88852	7542	5.0	2017-08-20 01:54:08	550	328
105471	7542	3.0	2018-03-11 00:26:13	550	328
76551	7542	4.0	2017-06-10 05:31:46	550	328
50923	7542	1.0	2017-07-04 22:23:28	550	328
32957	7542	4.0	2017-04-24 20:56:08	550	328
36547	7542	5.0	2017-09-30 18:55:16	550	328
124619	7542	5.0	2017-03-20 19:13:08	550	328
95433	211	1.0	2015-09-23 23:10:31	397	370
17778	211	5.0	2015-07-03 19:24:24	397	370
136005	211	5.0	2010-01-11 00:38:17	397	370
114985	211	1.0	2018-03-23 18:07:25	397	370
129116	211	5.0	2015-06-09 15:30:37	397	370
69825	211	4.0	2016-05-07 04:14:25	397	370
78333	211	4.0	2017-01-15 03:20:26	397	370
98984	211	5.0	2014-04-19 20:10:00	397	370
22656	211	3.0	2009-08-08 17:26:22	397	370
32326	211	2.0	2014-10-28 03:46:38	397	370
117137	211	4.0	2010-03-22 01:33:17	397	370
10087	211	5.0	2018-01-10 01:40:58	397	370
83125	211	1.0	2009-05-20 04:56:39	397	370
121878	211	5.0	2015-11-20 20:27:00	397	370
43273	211	3.0	2008-12-20 17:35:44	397	370
100163	211	1.0	2013-05-13 18:36:33	397	370
74289	211	2.0	2013-02-28 17:44:54	397	370
55124	211	5.0	2015-04-02 15:52:37	397	370
107531	211	5.0	2016-10-15 15:59:20	397	370
143276	211	5.0	2017-01-29 04:02:12	397	370
130960	211	4.0	2010-01-15 23:22:46	397	370
65107	211	5.0	2013-05-31 17:22:40	397	370
83648	211	5.0	2009-11-02 00:54:13	397	370
139392	211	3.0	2009-03-09 03:27:44	397	370
43388	211	5.0	2016-05-20 13:26:22	397	370
108915	211	5.0	2016-06-13 23:53:29	397	370
28613	211	5.0	2012-12-11 01:30:55	397	370
114429	211	5.0	2015-05-18 05:02:40	397	370
115075	211	3.0	2015-09-15 02:09:53	397	370
61530	211	5.0	2008-05-13 03:55:55	397	370
125829	211	5.0	2014-06-15 04:14:18	397	370
884	211	4.0	2013-01-09 18:22:11	397	370
13433	211	5.0	2012-05-04 00:31:24	397	370
59738	211	5.0	2012-02-04 18:40:37	397	370
15119	211	2.0	2016-05-21 02:52:24	397	370
123543	211	5.0	2010-03-26 15:07:18	397	370
15749	211	1.0	2012-11-11 04:34:11	397	370
65013	211	5.0	2017-02-21 00:02:15	397	370
103706	211	4.0	2014-03-05 13:10:13	397	370
59586	211	4.0	2011-01-18 19:50:24	397	370
60959	211	5.0	2016-08-06 16:51:04	397	370
81515	211	4.0	2009-03-22 15:29:42	397	370
138520	211	3.0	2018-07-17 21:01:14	397	370
96025	211	3.0	2015-07-05 22:50:12	397	370
25470	211	4.0	2016-06-15 14:46:40	397	370
55886	211	4.0	2009-11-07 13:06:05	397	370
115935	211	4.0	2016-02-26 21:08:56	397	370
101883	211	4.0	2010-03-22 00:02:18	397	370
129013	211	4.0	2016-04-17 15:36:50	397	370
115733	211	4.0	2018-04-30 19:57:39	397	370
83379	211	5.0	2007-07-02 22:20:50	397	370
32120	211	5.0	2009-08-15 03:56:40	397	370
133984	211	4.0	2011-10-09 13:25:10	397	370
124778	211	4.0	2008-06-25 15:02:32	397	370
570	211	4.0	2013-10-14 01:25:46	397	370
16616	211	5.0	2007-02-01 18:39:10	397	370
143078	211	4.0	2010-12-03 14:29:13	397	370
130934	211	2.0	2015-05-18 01:29:03	397	370
27156	211	5.0	2009-08-26 21:47:32	397	370
139927	211	5.0	2014-05-29 18:20:46	397	370
143648	211	5.0	2011-01-20 14:09:48	397	370
1674	211	4.0	2010-08-31 20:13:56	397	370
16481	211	1.0	2008-09-08 00:39:38	397	370
57249	211	2.0	2010-09-11 17:06:25	397	370
129143	211	4.0	2011-11-09 02:07:24	397	370
109698	211	5.0	2011-01-25 23:40:39	397	370
100471	211	2.0	2009-06-05 19:11:20	397	370
64802	211	5.0	2015-07-08 20:56:00	397	370
51947	211	4.0	2011-09-03 17:00:02	397	370
45801	211	4.0	2011-09-07 15:23:46	397	370
42761	211	4.0	2010-02-05 02:34:12	397	370
75048	211	5.0	2008-06-22 03:35:03	397	370
16912	211	5.0	2010-06-01 20:44:13	397	370
110290	211	5.0	2011-09-13 14:51:32	397	370
104230	211	5.0	2011-12-11 15:07:49	397	370
102207	211	3.0	2014-09-16 18:11:52	397	370
108170	211	2.0	2017-03-07 00:54:13	397	370
34693	211	5.0	2016-08-22 02:32:48	397	370
121878	211	5.0	2016-11-17 18:15:50	397	370
34681	211	4.0	2011-05-07 16:39:54	397	370
112899	211	5.0	2017-09-14 19:08:51	397	370
30520	211	5.0	2016-10-22 12:19:22	397	370
100358	211	4.0	2018-06-29 22:57:19	397	370
142096	211	5.0	2008-10-21 15:08:15	397	370
123411	211	4.0	2007-08-27 02:31:21	397	370
32513	211	4.0	2012-09-16 16:28:06	397	370
141923	211	4.0	2011-05-13 19:02:20	397	370
123505	211	4.0	2010-10-20 16:01:57	397	370
80962	211	5.0	2011-03-28 19:26:04	397	370
76201	211	5.0	2014-06-18 15:38:29	397	370
2949	211	3.0	2017-10-17 02:51:35	397	370
106566	211	5.0	2011-11-09 02:24:09	397	370
77995	211	4.0	2008-07-06 13:18:39	397	370
91852	211	5.0	2015-08-15 01:03:19	397	370
39774	211	5.0	2018-02-19 23:39:27	397	370
96137	211	2.0	2014-10-02 13:32:25	397	370
128346	211	4.0	2014-08-04 00:49:04	397	370
45801	211	4.0	2011-06-09 14:21:13	397	370
85975	211	3.0	2015-06-18 15:53:53	397	370
134246	211	4.0	2012-01-12 22:37:26	397	370
72198	211	4.0	2011-10-20 13:32:58	397	370
8970	211	5.0	2014-09-04 14:45:59	397	370
85329	211	1.0	2009-03-25 19:18:27	397	370
128650	211	2.0	2015-09-18 15:58:22	397	370
5603	211	5.0	2012-02-20 18:19:04	397	370
3945	211	5.0	2006-12-18 23:20:04	397	370
4391	211	5.0	2007-02-16 17:39:52	397	370
82471	211	5.0	2018-03-11 23:19:43	397	370
123615	8004	5.0	2015-01-03 23:21:18	604	328
88418	8004	5.0	2015-02-16 06:47:29	604	328
118258	8004	5.0	2016-03-07 06:16:35	604	328
79788	8004	5.0	2016-06-12 01:44:37	604	328
41157	8004	5.0	2017-01-27 18:50:50	604	328
6936	8004	5.0	2016-03-11 01:16:01	604	328
6024	8004	5.0	2017-10-24 23:53:06	604	328
69740	8004	5.0	2018-04-04 19:04:20	604	328
106818	8004	5.0	2016-11-21 22:22:29	604	328
24336	8004	5.0	2017-03-27 03:09:00	604	328
63495	8004	5.0	2017-03-27 17:59:50	604	328
135906	8004	5.0	2017-01-02 14:11:36	604	328
3110	8004	4.0	2018-08-04 23:39:55	604	328
65098	8004	5.0	2017-02-19 19:05:26	604	328
18053	8004	5.0	2015-10-24 01:48:22	604	328
36052	8004	5.0	2018-05-09 03:07:50	604	328
79025	8004	5.0	2016-01-18 17:02:07	604	328
105734	8004	5.0	2017-01-28 15:31:41	604	328
48501	8004	5.0	2015-05-26 19:25:21	604	328
67990	8004	1.0	2015-10-08 16:54:20	604	328
36874	8004	5.0	2017-02-10 00:57:02	604	328
83045	8004	4.0	2018-09-27 01:27:50	604	328
136815	8004	5.0	2017-12-17 00:49:08	604	328
13421	8004	5.0	2018-03-24 20:08:51	604	328
133062	8004	5.0	2018-06-10 02:18:26	604	328
362	8004	5.0	2015-09-25 17:33:06	604	328
15648	8004	5.0	2017-01-03 19:11:57	604	328
8337	8004	5.0	2017-11-20 00:24:56	604	328
27993	8004	1.0	2015-07-30 00:29:18	604	328
4220	8004	5.0	2015-04-04 14:31:23	604	328
4672	8004	5.0	2014-12-22 19:55:36	604	328
60981	8004	5.0	2016-07-16 23:49:26	604	328
49384	8004	2.0	2018-08-06 20:33:07	604	328
35637	8004	5.0	2015-05-14 22:02:16	604	328
62927	8004	5.0	2016-11-12 21:02:31	604	328
104375	8004	5.0	2016-05-20 17:52:03	604	328
13671	8004	2.0	2016-01-30 19:53:31	604	328
16266	8004	5.0	2018-01-02 19:31:41	604	328
80299	8004	5.0	2017-02-22 05:51:37	604	328
143582	8004	5.0	2018-01-11 03:38:57	604	328
108843	8004	5.0	2018-03-05 04:27:49	604	328
51801	8004	5.0	2016-09-19 21:26:02	604	328
87841	8004	5.0	2017-10-11 23:21:44	604	328
133431	8004	5.0	2016-02-01 14:06:46	604	328
126973	8004	5.0	2016-06-25 00:36:54	604	328
93765	8004	4.0	2015-10-18 21:11:10	604	328
74478	8004	5.0	2017-03-18 03:04:30	604	328
9398	8004	5.0	2017-12-03 03:53:17	604	328
3357	8004	5.0	2017-09-02 15:52:20	604	328
74810	8004	5.0	2018-06-21 17:44:11	604	328
6187	8004	3.0	2015-05-02 22:23:39	604	328
43171	8004	5.0	2018-09-15 00:07:24	604	328
36695	8004	5.0	2018-03-05 01:41:04	604	328
5740	8004	5.0	2016-07-17 20:10:48	604	328
44894	8004	5.0	2017-05-03 20:02:15	604	328
56406	8004	5.0	2017-08-31 21:11:36	604	328
36762	8004	5.0	2015-12-24 01:00:54	604	328
99570	8004	5.0	2014-11-02 02:23:04	604	328
32182	8004	4.0	2016-10-17 16:37:46	604	328
118441	8004	5.0	2018-04-07 13:07:41	604	328
40228	8004	5.0	2017-06-08 05:31:41	604	328
107283	8004	5.0	2016-01-19 18:33:28	604	328
88060	8004	5.0	2015-10-12 03:03:30	604	328
49151	8004	5.0	2016-10-15 02:19:14	604	328
4041	8004	1.0	2016-11-14 01:05:33	604	328
121785	8004	5.0	2017-01-28 16:29:35	604	328
100446	8004	5.0	2017-03-15 15:55:13	604	328
64306	8004	5.0	2014-09-29 02:33:06	604	328
135905	8004	5.0	2017-05-19 21:49:44	604	328
35848	8004	3.0	2015-05-14 18:34:13	604	328
112854	8004	5.0	2016-02-02 02:29:26	604	328
40912	8004	5.0	2016-07-29 03:29:27	604	328
82154	8004	5.0	2017-12-19 04:26:07	604	328
36126	8004	4.0	2016-11-28 02:12:53	604	328
120775	8004	5.0	2017-08-20 00:28:06	604	328
94868	8004	5.0	2015-09-12 06:40:14	604	328
59638	8004	5.0	2015-08-11 02:37:03	604	328
125641	8004	5.0	2016-02-26 16:29:34	604	328
67068	8004	5.0	2015-12-07 00:20:23	604	328
2021	8004	5.0	2015-05-15 02:02:23	604	328
95175	8004	5.0	2017-03-08 00:10:08	604	328
25516	8004	5.0	2016-11-25 17:31:52	604	328
10478	8004	5.0	2015-07-19 14:44:01	604	328
52244	8004	5.0	2018-06-10 22:42:52	604	328
102765	8004	5.0	2015-09-16 22:32:58	604	328
54551	8004	5.0	2016-07-11 03:12:11	604	328
42209	8004	5.0	2014-10-29 04:07:32	604	328
106395	8004	5.0	2015-11-28 00:09:48	604	328
61945	8004	5.0	2017-01-05 21:47:00	604	328
5512	8004	5.0	2018-01-24 21:47:35	604	328
105901	8004	5.0	2018-09-17 21:49:19	604	328
118836	8004	5.0	2016-11-26 18:42:38	604	328
32222	8004	5.0	2016-09-08 19:36:09	604	328
101198	8004	5.0	2018-04-06 22:24:06	604	328
93140	8004	1.0	2016-10-17 18:58:15	604	328
94868	8004	5.0	2015-09-16 01:27:24	604	328
33070	8004	5.0	2018-02-26 04:24:41	604	328
137521	8004	5.0	2017-12-22 01:18:53	604	328
139298	8004	5.0	2018-07-08 04:21:08	604	328
64351	8004	5.0	2017-04-24 17:22:19	604	328
51032	8004	5.0	2016-04-04 00:13:31	604	328
31528	8004	5.0	2016-04-30 03:01:06	604	328
99207	8004	5.0	2017-02-14 01:58:53	604	328
46744	8004	5.0	2018-03-19 05:59:00	604	328
109424	8004	4.0	2018-03-18 23:15:03	604	328
104643	8004	5.0	2018-02-27 03:30:34	604	328
64547	8004	4.0	2017-06-09 18:59:50	604	328
140805	8004	5.0	2018-03-20 16:16:23	604	328
73116	8004	5.0	2018-05-15 00:51:34	604	328
104022	8004	5.0	2017-07-13 00:24:19	604	328
59793	8004	4.0	2016-07-29 03:11:49	604	328
21259	8004	5.0	2018-02-27 03:46:25	604	328
31916	8004	5.0	2017-05-10 17:42:53	604	328
83756	8004	5.0	2016-07-18 16:36:58	604	328
99087	8004	5.0	2015-09-30 05:01:20	604	328
122473	8004	5.0	2017-03-23 19:28:36	604	328
67068	8004	5.0	2016-03-12 15:58:31	604	328
136024	8004	5.0	2016-07-08 23:54:02	604	328
130307	8004	5.0	2015-06-25 03:34:36	604	328
10778	8004	5.0	2016-09-27 17:35:16	604	328
35610	8004	5.0	2017-10-31 20:40:56	604	328
83301	8004	5.0	2016-08-01 11:21:38	604	328
95622	8004	5.0	2017-07-21 19:03:39	604	328
114145	8004	2.0	2014-11-05 05:58:41	604	328
41415	8004	5.0	2017-06-12 23:41:40	604	328
60332	8004	4.0	2016-07-21 11:58:09	604	328
60467	8004	5.0	2016-09-26 23:06:52	604	328
78929	8004	4.0	2015-05-17 15:43:17	604	328
79553	8004	5.0	2017-07-22 19:55:21	604	328
65518	8004	5.0	2017-04-24 03:38:44	604	328
71036	8004	5.0	2017-03-07 17:41:57	604	328
109205	8004	5.0	2015-08-15 17:39:56	604	328
110848	8004	5.0	2018-03-11 20:02:04	604	328
110001	8004	4.0	2018-01-16 21:55:11	604	328
119929	8004	5.0	2016-07-12 20:46:54	604	328
17324	8004	5.0	2017-07-23 00:06:34	604	328
32724	8004	5.0	2016-07-29 01:24:49	604	328
5007	8004	1.0	2016-02-07 04:22:09	604	328
73346	8004	5.0	2017-09-04 17:25:29	604	328
73808	8004	5.0	2017-09-27 22:38:08	604	328
58332	8004	5.0	2018-04-11 03:44:53	604	328
130699	8004	2.0	2018-08-28 01:03:35	604	328
25044	8004	5.0	2015-11-03 08:47:15	604	328
111727	8004	1.0	2015-03-18 04:25:34	604	328
122698	8004	2.0	2016-10-07 18:48:10	604	328
114788	8004	1.0	2015-05-23 14:04:06	604	328
77599	8004	5.0	2016-11-21 03:55:45	604	328
31952	8004	5.0	2017-12-28 14:48:24	604	328
128463	8004	5.0	2018-01-29 23:31:36	604	328
1343	8004	1.0	2017-02-15 17:45:04	604	328
19686	8004	4.0	2015-01-24 16:00:48	604	328
13475	8004	5.0	2017-07-07 01:40:02	604	328
7395	8004	5.0	2014-10-22 00:54:29	604	328
140782	4020	5.0	2015-08-07 02:29:16	58	388
79613	4020	1.0	2016-05-31 01:58:22	58	388
106479	4020	5.0	2017-12-02 23:28:30	58	388
71832	4020	4.0	2018-03-23 23:22:00	58	388
141346	4020	4.0	2016-01-30 15:55:07	58	388
92761	4020	3.0	2016-03-19 19:33:05	58	388
60142	4020	5.0	2016-01-17 21:12:01	58	388
102547	4020	4.0	2016-11-11 03:53:09	58	388
47290	4020	4.0	2015-07-06 21:41:20	58	388
73772	4020	1.0	2016-10-03 14:19:28	58	388
118829	4020	5.0	2015-09-12 20:17:14	58	388
141346	4020	4.0	2015-03-22 01:18:51	58	388
123471	4020	4.0	2016-03-18 14:44:48	58	388
82634	4020	1.0	2016-05-31 19:18:51	58	388
5372	4020	2.0	2016-08-27 00:00:03	58	388
90113	4020	5.0	2016-05-12 18:48:50	58	388
58974	4020	4.0	2017-09-20 23:18:42	58	388
27253	4020	5.0	2015-11-08 02:06:02	58	388
52031	4020	4.0	2018-03-26 05:54:01	58	388
76673	4020	4.0	2015-12-06 22:19:01	58	388
22147	4020	1.0	2016-07-26 00:29:26	58	388
17465	4020	4.0	2015-04-04 05:05:46	58	388
73772	4020	1.0	2016-10-02 13:05:10	58	388
100596	4020	1.0	2016-03-21 02:29:03	58	388
50142	4020	4.0	2015-10-09 17:26:40	58	388
70932	4020	3.0	2015-10-28 16:05:32	58	388
48627	4020	4.0	2017-03-18 18:00:45	58	388
7470	4020	2.0	2017-10-10 08:31:27	58	388
66933	4020	5.0	2015-09-14 23:23:26	58	388
140385	4020	5.0	2015-09-05 02:44:31	58	388
24925	4020	2.0	2017-06-21 14:15:51	58	388
64375	4020	4.0	2018-05-14 05:42:21	58	388
2290	4020	3.0	2018-03-18 18:54:03	58	388
110960	4020	5.0	2015-08-05 00:16:30	58	388
17465	4020	2.0	2016-03-13 19:43:18	58	388
19257	4020	5.0	2015-05-31 16:23:02	58	388
70185	4020	3.0	2015-11-08 22:51:18	58	388
65651	4020	4.0	2016-01-25 00:22:15	58	388
102547	4020	5.0	2017-06-20 04:48:29	58	388
26919	4020	5.0	2016-11-01 23:00:10	58	388
50236	4020	4.0	2015-04-04 16:26:17	58	388
70700	4020	4.0	2017-08-16 01:21:49	58	388
92454	4020	3.0	2017-10-09 15:38:45	58	388
56600	4020	2.0	2017-02-03 15:16:59	58	388
14736	4020	3.0	2017-04-02 11:41:03	58	388
106559	4020	5.0	2016-12-28 14:44:14	58	388
39465	4020	4.0	2017-09-04 23:49:23	58	388
70968	4020	5.0	2015-12-28 03:05:29	58	388
124220	4020	1.0	2016-06-27 23:18:28	58	388
9254	4020	5.0	2015-04-12 00:20:02	58	388
135706	2199	3.0	2016-03-30 22:46:33	463	419
127769	2199	4.0	2013-09-07 21:16:36	463	419
31571	2199	5.0	2018-08-05 21:50:27	463	419
123814	2199	5.0	2011-07-06 23:14:29	463	419
125670	2199	5.0	2016-04-03 03:24:46	463	419
13955	7981	3.0	2016-07-25 07:31:06	598	419
111031	7981	1.0	2017-06-28 01:04:59	598	419
66993	7981	3.0	2017-01-14 23:31:35	598	419
66569	7981	5.0	2016-07-14 23:09:38	598	419
86030	7981	4.0	2014-11-30 07:35:54	598	419
