user_id	item_id	rating	hour_of_day	day_of_week	is_weekend	season	time_slot	user_elite	user_experience	city	category	price_range	alcohol	outdoor_seating
135092	4081	5.0	4	3	0	4	3	0	2	391	294	2	2	0
121691	4714	4.0	16	2	0	3	0	1	1	391	214	2	2	0
85983	8739	5.0	21	3	0	3	3	1	0	370	543	1	2	1
104488	6630	5.0	23	4	0	2	3	0	2	324	15	2	1	1
141091	8098	4.0	15	2	0	2	0	0	2	267	553	2	1	0
34774	2017	2.0	18	5	1	3	1	0	0	391	15	2	1	0
38069	9291	4.0	3	3	0	1	3	1	0	370	15	2	1	1
63706	7621	5.0	13	6	1	3	0	0	2	324	45	1	2	0
33948	5908	3.0	2	6	1	4	3	0	0	328	51	3	1	0
111246	8483	4.0	15	3	0	3	0	1	0	370	317	2	2	0
81020	8426	2.0	14	2	0	2	0	0	2	328	342	2	1	1
57805	8465	1.0	20	6	1	3	1	0	2	383	15	2	2	0
65347	3463	4.0	20	5	1	3	1	1	0	328	550	2	1	1
81518	2856	5.0	1	2	0	4	3	1	1	370	51	2	1	1
88243	5255	2.0	23	4	0	3	3	0	2	414	51	2	1	0
43216	5782	4.0	13	1	0	2	0	1	1	370	584	2	2	1
23664	3084	5.0	19	0	0	4	1	0	2	328	284	2	2	0
96096	5542	3.0	12	1	0	2	0	1	1	52	42	2	2	0
92798	251	5.0	4	3	0	4	3	0	2	125	142	2	2	0
31703	9309	4.0	15	2	0	4	0	1	1	218	432	2	1	1
43304	9667	5.0	0	5	1	2	3	0	2	419	304	2	2	0
113044	4365	5.0	6	3	0	2	2	0	3	370	119	1	0	1
54614	1351	4.0	7	0	0	1	2	1	1	370	625	2	2	0
40021	1652	4.0	16	2	0	4	0	0	0	364	543	1	2	0
86556	5218	4.0	17	2	0	4	1	0	2	370	432	2	1	1
45991	5280	5.0	2	1	0	2	3	1	1	419	376	2	0	1
130609	620	5.0	4	2	0	4	3	1	1	370	487	2	2	0
21364	9322	3.0	13	6	1	1	0	0	0	324	49	2	1	1
37660	9445	1.0	2	1	0	4	3	0	2	324	222	2	2	0
54116	4483	5.0	23	6	1	3	3	0	2	218	543	2	2	0
81122	3326	5.0	14	4	0	1	0	1	1	370	241	2	2	0
50310	5929	5.0	17	3	0	3	1	0	2	181	550	1	2	0
30580	4806	4.0	22	6	1	3	3	0	2	328	666	1	2	1
88082	10053	5.0	16	0	0	4	0	0	2	293	214	1	0	0
34856	6392	5.0	21	0	0	3	3	0	2	419	631	2	2	0
18850	6590	5.0	17	6	1	3	1	0	3	328	95	3	1	0
138319	2843	5.0	6	2	0	4	2	1	0	414	377	2	1	1
71480	6074	1.0	23	2	0	3	3	0	2	179	543	1	2	0
64043	9490	5.0	17	3	0	3	1	0	2	478	37	2	2	0
140539	1154	5.0	17	4	0	3	1	0	3	502	606	2	1	0
27066	2125	5.0	17	5	1	2	1	0	2	81	590	1	2	0
136549	8890	5.0	0	0	0	4	3	0	0	153	625	2	2	0
2487	8462	3.0	12	6	1	1	0	1	1	328	130	2	0	1
10689	6904	1.0	15	2	0	3	0	0	2	63	119	2	0	1
82897	868	3.0	16	3	0	4	0	1	0	370	241	2	2	1
114003	1963	5.0	3	1	0	3	3	0	3	370	15	3	1	0
122315	1914	5.0	1	0	0	2	3	0	0	324	16	2	1	0
59423	7014	3.0	4	0	0	1	3	1	1	226	553	2	1	1
84843	7286	1.0	3	6	1	1	3	0	3	478	690	2	1	1
108405	8258	2.0	2	1	0	4	3	0	1	550	241	1	1	1
77203	9849	5.0	18	5	1	4	1	0	2	239	213	2	2	0
142282	5180	4.0	1	5	1	2	3	0	0	328	95	2	1	1
23339	1344	4.0	16	6	1	3	0	0	3	419	151	2	2	0
9885	1828	5.0	9	3	0	3	2	0	3	37	130	1	2	0
30307	410	4.0	3	4	0	4	3	0	2	63	543	2	0	1
106101	6185	5.0	17	5	1	2	1	0	2	324	432	2	1	0
112731	7693	4.0	0	3	0	1	3	1	0	328	33	2	2	0
120112	5920	4.0	14	2	0	1	0	1	0	502	543	1	0	1
13392	7709	5.0	2	4	0	2	3	0	3	81	432	2	1	1
58472	8937	5.0	20	3	0	4	1	0	2	328	423	2	2	0
106895	6098	5.0	13	5	1	4	0	0	2	30	639	2	2	0
81883	3392	5.0	0	5	1	4	3	0	0	272	321	2	2	0
10124	3235	1.0	13	5	1	4	0	0	1	478	585	2	2	1
137453	2540	4.0	21	5	1	1	3	0	2	370	214	3	1	0
35018	7741	3.0	1	1	0	3	3	0	0	532	496	2	1	1
80276	2732	1.0	18	1	0	4	1	0	2	324	543	2	1	0
57447	2921	3.0	18	6	1	3	1	1	1	370	34	2	1	0
82789	7928	5.0	4	3	0	2	3	1	1	370	3	2	2	0
31116	2535	4.0	13	0	0	2	0	1	1	370	432	2	0	0
127985	8467	5.0	15	5	1	2	0	0	2	324	115	1	2	1
30376	5590	5.0	21	0	0	4	3	0	3	149	543	1	2	1
69583	7520	5.0	1	3	0	4	3	0	0	328	318	2	2	0
120521	3072	4.0	17	0	0	1	1	0	2	328	264	2	1	0
46704	464	5.0	1	2	0	4	3	0	3	408	315	1	2	1
64356	9499	5.0	22	0	0	4	3	0	2	419	241	2	2	1
11022	1887	5.0	21	0	0	2	3	0	2	328	464	2	2	0
109962	3554	5.0	0	1	0	3	3	0	2	478	309	2	2	0
36325	2684	4.0	23	1	0	4	3	0	2	370	90	2	2	1
138594	10465	3.0	7	0	0	1	2	0	2	391	341	2	0	0
76694	6630	5.0	17	6	1	1	1	0	2	324	15	2	1	1
90141	4601	5.0	21	5	1	1	3	0	0	296	49	2	2	0
5050	10999	4.0	4	5	1	1	3	0	3	181	16	2	1	0
53557	9180	3.0	15	5	1	1	0	0	2	52	543	2	2	0
21655	9494	5.0	21	0	0	2	3	0	0	324	543	2	2	0
84411	11430	1.0	19	5	1	2	1	0	2	502	37	2	2	0
84654	6350	5.0	15	0	0	4	0	0	2	444	640	2	2	0
141258	7199	1.0	14	2	0	2	0	1	0	328	317	3	2	0
2893	6922	5.0	5	6	1	1	3	1	1	328	289	1	2	0
6629	1434	1.0	3	2	0	4	3	1	1	324	51	1	1	1
68351	134	5.0	18	3	0	3	1	0	2	324	625	2	0	0
61670	605	1.0	3	1	0	2	3	0	2	419	16	2	1	1
55972	2776	5.0	1	2	0	1	3	1	0	218	57	2	1	1
99204	4136	4.0	10	2	0	2	2	0	2	414	214	3	2	0
132422	6625	5.0	16	3	0	4	0	0	2	478	281	2	2	0
18919	8077	5.0	0	6	1	1	3	0	2	478	587	2	0	0
4740	6011	5.0	3	0	0	1	3	0	2	328	401	2	1	1
57432	2379	5.0	22	4	0	1	3	0	3	370	50	2	2	0
65925	6917	5.0	0	4	0	3	3	0	3	81	543	2	0	1
136923	7598	4.0	13	0	0	3	0	1	1	370	553	2	1	1
137013	3172	5.0	18	6	1	1	1	0	2	478	689	2	2	0
74833	8119	3.0	8	2	0	3	2	1	0	414	543	2	1	1
55476	7612	5.0	10	4	0	2	2	0	3	416	683	2	1	1
48868	58	5.0	21	1	0	2	3	0	2	328	543	1	2	1
114722	7172	3.0	2	0	0	3	3	0	2	101	598	2	1	0
107920	9584	4.0	20	2	0	2	1	0	2	328	543	2	1	1
116873	2181	4.0	2	1	0	2	3	1	1	328	241	2	2	0
21593	9990	5.0	19	1	0	2	1	0	2	324	606	2	1	1
91724	784	5.0	22	6	1	2	3	0	0	419	296	2	2	1
73672	6818	4.0	0	1	0	3	3	0	2	328	543	2	1	0
67888	9494	3.0	0	6	1	1	3	0	2	324	543	2	2	0
74377	5113	5.0	14	2	0	3	0	0	2	414	255	2	2	0
102074	1533	5.0	22	4	0	3	3	0	2	502	364	2	1	1
108798	8752	2.0	17	6	1	3	1	0	3	370	287	2	2	0
184	1654	5.0	18	4	0	3	1	0	3	226	543	2	2	0
18618	11070	5.0	16	0	0	1	0	0	0	370	241	2	2	0
35662	3033	5.0	23	4	0	2	3	0	2	271	401	1	2	0
26606	10223	4.0	20	4	0	1	1	0	2	370	496	1	2	0
79757	10619	5.0	11	3	0	3	2	0	3	324	281	2	2	0
64300	7110	1.0	2	6	1	1	3	1	0	419	543	2	2	1
137172	2509	5.0	15	2	0	4	0	0	3	165	298	2	2	0
131604	8207	5.0	3	0	0	1	3	0	3	315	401	2	1	1
142613	5923	5.0	16	2	0	3	0	0	2	391	543	2	1	1
37771	6752	5.0	1	6	1	1	3	0	3	478	294	2	2	0
20478	2490	5.0	22	2	0	4	3	0	2	478	105	2	2	0
129033	2002	5.0	14	0	0	1	0	0	0	502	317	2	2	0
137241	9720	4.0	1	2	0	2	3	0	2	478	90	2	1	0
33487	11170	5.0	18	5	1	3	1	0	2	334	584	2	2	0
130227	6751	5.0	3	2	0	2	3	1	0	414	169	1	0	0
87156	6909	5.0	14	3	0	1	0	0	2	502	3	2	2	0
106915	4898	4.0	22	5	1	2	3	0	2	328	119	1	2	0
138128	1560	5.0	2	1	0	2	3	0	2	50	543	1	2	0
90336	7787	5.0	19	1	0	2	1	0	3	419	124	2	2	0
106666	5804	5.0	15	1	0	2	0	0	2	502	33	2	2	0
107596	2454	5.0	21	4	0	3	3	0	2	179	543	1	2	0
114106	8317	5.0	1	5	1	3	3	0	3	328	543	2	1	0
20572	4629	2.0	17	0	0	2	1	0	2	398	543	1	2	1
83596	8666	5.0	0	4	0	2	3	0	2	125	543	2	0	0
87112	9326	4.0	16	1	0	2	0	1	0	478	364	2	0	0
84606	3633	5.0	5	4	0	1	3	1	0	203	241	1	2	0
125492	7693	5.0	13	3	0	2	0	0	3	328	33	2	2	0
49197	8992	5.0	21	6	1	3	3	0	0	54	553	2	2	0
37615	10549	2.0	2	2	0	4	3	0	0	267	543	2	1	1
52500	9281	1.0	18	2	0	1	1	0	2	391	543	1	2	0
107449	6167	5.0	19	0	0	3	1	0	3	450	309	2	2	0
65814	2885	5.0	1	4	0	2	3	0	3	391	543	1	2	0
58487	3408	5.0	3	0	0	1	3	0	3	174	548	2	2	0
117271	141	4.0	19	3	0	3	1	0	3	419	130	2	2	0
2366	5967	1.0	12	2	0	4	0	0	0	450	543	1	1	0
82233	2856	5.0	1	6	1	4	3	0	2	370	51	2	1	1
31242	5963	5.0	3	6	1	4	3	0	2	502	123	2	0	0
142879	2762	5.0	1	1	0	2	3	0	2	218	378	2	2	0
119833	8119	3.0	14	6	1	1	0	0	3	414	543	2	1	1
115816	6146	4.0	23	5	1	1	3	0	3	461	543	2	1	0
79588	10888	4.0	18	6	1	1	1	0	3	125	543	2	2	0
16546	8977	2.0	19	6	1	1	1	0	2	478	423	3	1	1
81821	4968	5.0	19	6	1	4	1	0	2	370	458	2	2	0
20103	861	5.0	0	5	1	4	3	0	2	502	553	2	1	0
111582	1405	5.0	20	1	0	2	1	0	2	391	241	3	0	0
27908	10844	5.0	5	1	0	2	3	0	2	502	659	2	1	1
142350	7378	4.0	17	4	0	2	1	0	0	441	543	2	2	0
143349	3764	4.0	6	1	0	2	2	0	2	328	585	2	1	0
102169	9953	4.0	23	5	1	1	3	1	1	370	543	1	2	0
96627	4405	5.0	0	0	0	3	3	1	1	61	16	2	1	1
50558	6282	5.0	16	6	1	3	0	0	2	527	16	2	1	0
47003	4543	2.0	16	5	1	3	0	0	3	324	660	3	1	1
93207	7286	4.0	4	0	0	1	3	1	1	478	690	2	1	1
84568	4102	4.0	21	4	0	3	3	0	2	511	341	2	0	0
54557	4898	5.0	21	6	1	3	3	0	0	328	119	1	2	0
60975	9494	2.0	14	6	1	3	0	0	2	324	543	2	2	0
6672	5908	4.0	3	6	1	1	3	0	1	328	51	3	1	0
3558	7672	5.0	20	2	0	1	1	0	3	370	238	2	2	0
34393	5895	5.0	23	6	1	1	3	0	3	416	51	2	1	1
82706	4137	3.0	2	4	0	4	3	0	0	414	322	2	1	0
34019	2999	2.0	20	4	0	4	1	0	3	370	51	2	1	1
98546	1821	5.0	23	2	0	1	3	1	0	328	241	1	0	1
104583	7522	3.0	21	4	0	2	3	0	2	502	401	1	1	0
18772	4922	5.0	5	1	0	4	3	1	1	463	241	2	2	0
92531	9959	5.0	16	4	0	4	0	0	0	310	571	2	2	0
62710	10485	5.0	4	4	0	2	3	0	2	391	81	1	2	0
42753	7593	5.0	16	6	1	4	0	0	2	419	51	2	0	1
91458	5746	4.0	21	5	1	3	3	1	1	370	543	1	2	0
77140	7827	5.0	14	0	0	1	0	0	3	370	173	2	2	0
114471	660	2.0	17	6	1	3	1	1	1	328	432	1	1	1
92609	8059	4.0	19	4	0	1	1	1	1	511	543	1	2	1
4149	1553	4.0	16	4	0	2	0	0	0	370	46	1	2	0
105435	2741	5.0	20	5	1	4	1	0	0	324	241	2	1	1
38865	8709	3.0	1	5	1	1	3	0	2	293	550	1	2	1
101303	9429	3.0	23	1	0	2	3	0	0	502	543	2	2	0
61482	8073	5.0	20	1	0	2	1	0	2	478	154	2	2	0
128471	1640	4.0	19	4	0	4	1	0	2	370	496	1	2	1
13101	9589	2.0	0	0	0	3	3	0	3	502	186	2	2	0
12674	4238	4.0	13	2	0	2	0	0	3	478	478	1	2	0
3341	590	5.0	0	0	0	3	3	0	2	419	416	2	2	0
96639	1912	4.0	3	5	1	1	3	0	3	391	543	2	1	1
122343	7443	1.0	20	6	1	4	1	0	2	416	598	2	1	0
25188	1247	5.0	21	1	0	2	3	0	2	370	432	2	1	0
29881	9340	5.0	17	1	0	4	1	0	2	71	389	2	2	0
3426	4776	5.0	2	3	0	1	3	0	0	55	543	2	2	1
11468	3463	5.0	18	0	0	4	1	0	3	328	550	2	1	1
143128	3479	5.0	23	4	0	1	3	0	2	495	15	2	1	1
37688	4102	5.0	17	0	0	2	1	0	2	511	341	2	0	0
141498	3714	3.0	14	2	0	2	0	1	0	463	154	1	2	1
90009	6796	3.0	1	5	1	2	3	0	2	2	272	2	1	0
36609	9716	4.0	19	2	0	4	1	0	2	419	550	1	2	1
107232	8496	5.0	18	4	0	1	1	0	3	370	284	2	2	0
12910	5331	3.0	18	3	0	3	1	0	2	139	55	2	2	0
108729	1178	5.0	20	5	1	2	1	1	0	324	284	3	2	0
14457	5959	3.0	23	1	0	4	3	0	2	125	130	2	0	0
17519	7639	4.0	18	6	1	4	1	0	2	414	324	2	2	0
37836	7823	3.0	1	5	1	1	3	1	1	502	94	1	2	1
14060	262	1.0	4	3	0	4	3	0	2	502	543	1	2	1
49205	11122	5.0	19	5	1	4	1	0	2	370	62	2	2	0
134137	4061	4.0	20	0	0	4	1	0	0	324	448	2	2	0
102303	6878	4.0	1	2	0	2	3	1	0	108	241	2	2	1
51389	7620	5.0	0	5	1	2	3	0	3	370	383	2	0	0
20637	7524	1.0	16	5	1	2	0	0	2	82	543	1	2	1
94114	31	4.0	19	1	0	3	1	0	2	370	550	2	1	1
111311	5903	3.0	20	6	1	1	1	1	0	534	123	1	2	0
94965	8652	4.0	12	5	1	4	0	0	2	416	432	2	0	1
24207	5528	5.0	17	0	0	4	1	0	3	370	543	3	2	0
103350	1963	5.0	11	1	0	3	2	0	3	370	15	3	1	0
106341	9350	5.0	23	2	0	1	3	0	2	324	322	2	2	0
135869	6282	3.0	15	3	0	4	0	0	2	527	16	2	1	0
7981	7083	3.0	8	5	1	2	2	0	2	370	496	1	2	0
36676	3652	1.0	5	4	0	1	3	0	0	142	306	3	2	0
117487	1640	5.0	23	3	0	3	3	0	0	370	496	1	2	1
8499	7200	5.0	21	3	0	3	3	1	0	391	543	2	0	1
72668	3072	4.0	22	1	0	4	3	1	0	328	264	2	1	0
136027	10909	5.0	13	0	0	3	0	0	2	324	585	2	1	1
116229	9135	5.0	22	4	0	1	3	1	1	416	529	2	1	0
85056	5310	5.0	19	5	1	4	1	0	3	282	46	1	2	0
90253	2856	4.0	12	5	1	4	0	0	2	370	51	2	1	1
131891	7642	4.0	21	6	1	1	3	0	2	414	432	2	1	1
130634	10360	3.0	17	2	0	2	1	0	0	370	51	2	1	0
119335	6573	5.0	17	1	0	4	1	0	2	288	241	2	2	0
49988	7519	1.0	19	3	0	4	1	0	2	72	43	2	2	0
32888	7328	5.0	9	6	1	2	2	0	1	324	296	2	0	1
97608	8426	5.0	17	3	0	3	1	0	2	328	342	2	1	1
15145	7055	5.0	17	1	0	2	1	0	0	391	580	2	2	0
104534	4218	5.0	16	2	0	2	0	0	2	414	432	2	1	1
69496	5809	5.0	1	2	0	4	3	0	3	324	51	2	1	0
7312	1323	4.0	16	5	1	1	0	0	3	370	81	2	1	1
99133	6723	4.0	14	1	0	2	0	0	2	81	154	1	0	1
36536	5328	5.0	21	6	1	1	3	1	0	72	95	2	2	0
33607	7609	2.0	3	1	0	4	3	1	1	81	315	1	2	1
5424	9152	2.0	13	1	0	4	0	1	1	444	55	2	2	0
48555	9314	5.0	23	2	0	2	3	1	1	328	16	2	1	1
15709	1510	2.0	14	1	0	2	0	0	3	370	103	2	2	0
61663	5762	5.0	19	4	0	3	1	0	2	444	113	2	2	0
134725	3772	5.0	22	5	1	3	3	0	3	478	130	1	2	1
103038	6683	5.0	13	4	0	1	0	1	1	91	57	2	1	1
15857	4309	5.0	16	4	0	1	0	0	2	463	214	2	2	0
4559	73	1.0	17	0	0	3	1	0	0	370	543	2	2	0
75540	7933	4.0	18	6	1	3	1	0	2	7	543	2	0	0
27249	5908	5.0	22	1	0	4	3	0	2	328	51	3	1	0
45907	7695	5.0	5	1	0	2	3	1	1	125	241	3	2	0
105511	2239	1.0	1	2	0	1	3	0	3	414	388	2	2	0
125717	7968	5.0	15	1	0	2	0	0	2	218	324	1	0	0
134347	10242	5.0	15	0	0	4	0	1	1	370	401	2	2	0
130517	8277	4.0	4	6	1	4	3	1	1	324	119	2	1	1
60591	6751	5.0	19	2	0	3	1	0	2	414	169	1	0	0
92098	4323	3.0	20	5	1	2	1	1	0	381	33	2	2	0
9642	4643	5.0	17	6	1	3	1	0	2	454	317	2	2	0
53613	4944	1.0	2	2	0	2	3	0	2	289	543	2	1	1
106775	6999	3.0	12	5	1	2	0	0	2	61	51	2	1	1
106201	11114	2.0	19	6	1	3	1	0	0	370	117	2	2	0
35586	4456	5.0	3	4	0	3	3	0	2	95	269	2	2	0
72160	3235	3.0	5	5	1	1	3	0	2	478	585	2	2	1
74514	9201	3.0	3	0	0	1	3	0	2	47	543	2	1	0
32414	1451	5.0	17	2	0	4	1	1	1	218	571	1	2	0
110489	9615	3.0	18	1	0	2	1	1	1	61	94	2	2	1
59944	1041	5.0	16	1	0	3	0	0	0	328	309	2	2	0
121293	988	5.0	2	4	0	1	3	0	3	37	543	2	1	1
46247	8608	2.0	0	6	1	3	3	0	1	391	33	2	1	1
126266	4094	5.0	21	5	1	4	3	0	2	218	119	2	1	1
3338	5543	4.0	17	0	0	2	1	0	2	324	55	2	2	0
120814	5925	4.0	20	3	0	1	1	1	2	189	273	1	2	0
141062	2809	1.0	2	0	0	1	3	0	2	277	543	2	1	0
115887	4181	4.0	15	0	0	4	0	1	0	370	543	2	1	0
60238	1485	5.0	5	2	0	4	3	0	3	434	543	2	2	1
20670	1915	4.0	13	5	1	4	0	1	1	370	543	1	2	1
112302	8916	2.0	16	2	0	3	0	0	2	324	115	2	2	1
115749	7808	5.0	23	3	0	3	3	0	3	416	432	2	1	1
3986	4238	5.0	19	4	0	3	1	0	2	478	478	1	2	0
125271	4207	5.0	18	2	0	4	1	0	0	285	543	2	2	1
129280	5648	5.0	20	4	0	1	1	0	3	478	37	2	2	0
42413	6513	5.0	13	4	0	4	0	0	0	478	592	3	2	0
30606	11161	3.0	2	5	1	2	3	0	0	149	543	2	0	1
37588	7014	3.0	21	0	0	1	3	0	2	226	553	2	1	1
117642	328	1.0	20	4	0	3	1	0	3	328	55	2	2	0
135094	4181	5.0	0	0	0	1	3	1	1	370	543	2	1	0
65540	7409	5.0	3	4	0	1	3	0	3	478	51	2	1	1
89364	9494	5.0	16	2	0	3	0	0	2	324	543	2	2	0
1351	4817	2.0	15	6	1	3	0	0	3	218	543	2	1	1
66266	1930	3.0	18	5	1	2	1	0	2	218	364	2	1	1
60185	2315	4.0	0	1	0	2	3	0	3	478	8	3	1	0
71213	7593	3.0	16	3	0	3	0	1	1	419	51	2	0	1
106549	9365	3.0	6	2	0	1	2	0	2	370	50	2	2	0
25971	3334	1.0	19	1	0	2	1	0	3	90	41	2	2	0
57270	3614	4.0	15	3	0	1	0	0	0	370	115	1	2	0
41394	9494	3.0	16	2	0	1	0	0	3	324	543	2	2	0
101526	1839	1.0	20	1	0	3	1	0	2	324	512	2	2	0
62421	4908	5.0	20	2	0	2	1	1	0	370	354	2	2	0
141725	6569	3.0	14	2	0	4	0	1	1	530	318	2	2	0
43571	5949	1.0	8	1	0	3	2	0	3	409	252	2	2	0
87426	2096	5.0	18	1	0	3	1	1	0	370	273	2	2	0
62450	2674	5.0	23	6	1	3	3	0	2	370	81	2	1	0
5155	5822	4.0	22	3	0	4	3	1	1	478	338	2	1	0
27555	5413	5.0	3	6	1	1	3	0	3	391	241	2	1	1
21991	8724	1.0	10	3	0	4	2	0	3	36	273	2	2	0
93253	9270	5.0	1	3	0	4	3	1	1	81	15	3	1	1
12044	11140	1.0	0	5	1	3	3	0	3	324	402	2	1	0
82570	5975	5.0	23	2	0	4	3	0	3	478	543	2	1	0
128142	6607	2.0	23	6	1	1	3	1	0	30	341	2	2	0
97833	4515	5.0	19	4	0	3	1	1	0	328	543	2	2	1
98458	5385	4.0	5	6	1	4	3	1	1	478	98	2	2	0
46311	1963	5.0	0	3	0	3	3	1	1	370	15	3	1	0
83979	6038	5.0	22	2	0	3	3	0	3	82	432	2	1	1
92865	6728	1.0	17	2	0	2	1	0	0	391	315	1	2	0
11223	5993	4.0	0	2	0	2	3	1	1	218	318	1	2	0
133892	6870	2.0	19	4	0	4	1	1	0	324	543	2	2	1
116525	6371	4.0	6	0	0	1	2	0	2	502	174	2	2	0
114429	9003	5.0	15	5	1	3	0	0	1	370	397	2	2	1
28538	5836	1.0	14	2	0	2	0	1	1	370	624	2	2	0
72028	5734	1.0	1	6	1	3	3	0	2	478	322	1	2	0
22069	11136	5.0	13	0	0	1	0	0	3	326	659	1	2	0
118751	660	3.0	2	2	0	4	3	1	0	328	432	1	1	1
128054	7387	5.0	2	5	1	3	3	0	3	180	341	2	0	0
68251	5916	1.0	4	0	0	3	3	0	3	551	324	2	2	0
6088	10554	5.0	14	0	0	3	0	0	3	463	598	3	1	1
39729	9867	5.0	1	0	0	3	3	0	3	370	294	2	2	0
81459	4016	1.0	20	3	0	3	1	0	2	196	543	1	2	0
4780	9406	4.0	17	5	1	2	1	1	0	502	543	2	1	1
87415	1963	2.0	22	3	0	1	3	0	2	370	15	3	1	0
21885	5361	5.0	3	5	1	4	3	0	3	309	324	2	0	1
46160	6797	5.0	0	2	0	2	3	0	3	63	550	2	2	0
3069	4989	5.0	15	2	0	2	0	0	3	324	241	2	2	0
50586	5280	5.0	4	2	0	3	3	1	1	419	376	2	0	1
60335	5349	1.0	2	1	0	4	3	0	0	402	543	2	1	0
7148	5180	3.0	22	3	0	1	3	0	2	328	95	2	1	1
18820	5184	2.0	0	6	1	4	3	1	0	125	51	2	1	0
135198	2782	4.0	18	2	0	4	1	0	2	551	20	2	2	0
41136	3367	3.0	13	5	1	2	0	0	3	125	241	2	1	1
58287	10526	1.0	21	1	0	2	3	0	3	478	41	2	2	0
27682	1663	4.0	13	3	0	3	0	0	0	229	324	2	2	0
78424	8212	5.0	20	0	0	4	1	1	1	328	49	2	0	1
73939	3716	5.0	22	4	0	2	3	0	3	328	15	3	1	1
105267	9266	4.0	14	6	1	2	0	1	0	454	432	2	1	0
51228	10170	4.0	19	5	1	2	1	0	2	478	402	2	2	1
64328	10685	5.0	13	3	0	4	0	0	3	495	543	3	1	1
100120	2400	4.0	3	1	0	2	3	1	1	63	273	2	2	0
72715	1423	4.0	8	0	0	3	2	0	2	179	401	1	0	1
16534	5064	4.0	15	1	0	3	0	1	0	502	186	2	2	0
116783	4350	4.0	20	1	0	2	1	1	1	226	15	2	2	1
70640	3732	3.0	20	0	0	1	1	1	0	324	550	1	0	1
51026	7255	5.0	15	4	0	2	0	1	0	502	543	2	1	1
44609	9264	4.0	0	5	1	2	3	0	2	324	130	2	1	1
84880	5588	4.0	18	2	0	3	1	0	2	502	543	2	1	1
121361	4874	5.0	0	1	0	3	3	1	0	125	33	2	2	0
48160	10844	2.0	21	4	0	2	3	1	1	502	659	2	1	1
83648	10209	3.0	17	0	0	1	1	1	1	289	498	2	2	0
106044	8647	5.0	18	5	1	2	1	0	3	374	241	1	2	1
141354	410	4.0	4	1	0	1	3	1	0	63	543	2	0	1
7765	388	5.0	2	2	0	2	3	0	3	419	680	2	2	0
33585	4137	4.0	21	2	0	2	3	0	3	414	322	2	1	0
69270	3483	5.0	0	6	1	1	3	0	3	419	241	2	2	1
98461	262	1.0	22	1	0	2	3	0	2	502	543	1	2	1
7749	948	5.0	11	4	0	3	2	0	2	372	284	2	2	0
56118	4515	5.0	0	6	1	2	3	0	3	328	543	2	2	1
74186	4910	5.0	12	1	0	3	0	1	1	246	587	1	2	0
65382	8653	5.0	4	3	0	1	3	0	2	159	463	2	2	0
85870	8703	5.0	23	1	0	2	3	0	3	391	43	2	2	0
