item_id:token	hour_of_day	day_of_week	is_weekend	season	time_slot	user_elite	user_experience	city	category	price_range	alcohol	outdoor_seating
142	0	0	0	4	3	0	3	61	15	2	0	1
143	14	4	1	2	3	0	3	412	401	2	1	0
144	16	6	0	1	3	0	2	478	272	2	0	1
145	1	3	0	2	1	0	2	178	571	2	2	0
146	17	0	0	2	1	0	0	125	241	2	2	0
147	1	5	0	3	3	0	2	216	432	2	1	1
148	18	2	0	3	1	0	3	519	571	2	2	0
149	0	6	0	3	3	0	2	363	241	2	2	0
150	1	6	0	2	3	0	2	357	543	2	0	1
151	23	3	0	3	3	0	2	496	318	2	2	0
152	16	2	0	4	0	0	3	72	442	2	2	0
153	1	0	0	1	3	0	2	125	201	2	2	0
154	22	2	0	3	3	0	2	391	487	2	2	0
155	2	5	0	2	3	0	0	502	214	2	1	0
156	20	0	0	2	1	0	2	502	631	2	2	0
157	1	0	0	1	3	0	0	436	543	1	2	0
158	0	5	1	3	1	0	2	566	294	2	2	0
159	5	6	1	3	3	0	2	391	344	2	2	0
160	3	5	0	1	0	0	2	416	81	1	2	0
161	0	0	0	2	3	0	0	543	55	2	2	0
162	2	0	0	1	3	0	2	554	43	2	2	0
163	18	5	0	1	1	0	3	370	382	2	2	0
164	22	3	0	1	3	0	2	478	180	1	2	0
165	18	6	1	3	1	1	0	370	130	1	2	0
166	0	0	0	4	3	0	2	107	267	2	1	1
167	17	5	1	2	1	0	2	14	214	2	2	0
168	1	5	0	3	0	1	3	506	15	2	2	1
169	15	3	0	2	0	0	2	502	321	2	2	0
170	16	0	0	1	0	0	3	370	43	2	2	0
171	0	0	0	4	3	0	0	350	214	2	2	0
172	17	1	0	2	3	0	3	37	318	2	2	0
173	14	0	0	3	0	0	0	112	81	1	2	0
174	2	4	0	1	3	0	2	125	341	2	1	0
175	22	0	0	3	3	0	2	419	57	2	0	1
176	0	1	0	3	1	0	2	179	55	2	2	0
177	16	6	1	1	0	1	1	502	543	1	2	0
178	20	0	0	2	1	0	3	551	103	2	2	0
179	1	0	0	1	3	0	3	13	679	2	2	0
180	14	6	1	4	0	0	2	114	169	1	2	0
181	5	5	1	4	3	0	1	544	81	1	2	0
182	15	5	1	4	0	0	2	391	571	2	2	0
183	14	4	0	3	0	0	1	218	340	2	2	0
184	2	0	0	3	3	0	2	502	169	2	0	1
185	17	0	0	3	1	0	0	414	34	2	2	0
186	19	2	0	2	1	0	2	530	507	2	2	0
187	1	4	0	1	1	0	3	81	377	1	2	0
188	22	3	0	1	0	0	3	461	585	2	2	0
189	21	3	0	2	3	0	3	502	629	2	2	0
190	1	5	0	2	3	0	2	82	401	2	1	1
191	2	4	0	3	0	0	1	332	572	2	2	0
192	0	2	0	1	3	0	3	328	494	2	2	0
193	23	1	0	1	3	0	0	502	15	2	1	0
194	2	3	0	3	3	0	2	369	142	2	2	0
195	0	4	0	4	3	0	1	478	629	2	2	0
196	2	0	0	1	3	0	3	370	554	2	2	0
197	18	5	1	2	1	0	2	116	635	2	2	0
198	18	1	0	3	3	0	2	55	273	2	2	0
199	4	1	0	3	2	0	1	502	531	2	2	0
200	21	0	0	2	3	0	3	79	20	2	2	0
201	18	2	0	2	1	0	3	419	318	2	2	0
202	18	2	0	2	3	0	2	37	81	2	1	1
203	19	4	0	4	1	0	2	502	674	2	2	0
204	21	0	0	2	3	0	1	230	241	1	2	0
205	21	2	0	1	3	0	1	326	543	1	2	0
206	3	1	0	3	3	0	3	370	55	2	2	0
207	19	4	0	1	1	0	1	414	590	2	2	0
208	19	3	0	3	1	0	2	374	579	2	2	0
209	20	5	1	3	1	0	3	478	247	3	2	0
210	2	0	0	2	0	0	0	61	273	2	2	0
211	15	0	0	1	3	0	2	370	397	2	2	0
212	16	1	0	1	0	0	1	125	378	2	2	0
213	16	1	0	3	0	1	0	474	487	2	2	0
214	23	6	0	4	3	0	2	7	496	2	1	1
215	20	6	1	3	3	0	2	302	304	2	2	0
216	17	2	0	2	3	0	0	341	214	2	2	0
217	17	1	0	2	3	0	1	37	222	2	2	0
218	2	6	1	2	3	1	0	218	33	2	2	0
219	2	0	0	1	1	0	2	414	55	3	2	0
220	3	5	1	4	3	0	0	83	170	2	2	0
221	3	0	0	1	2	0	1	412	16	1	2	0
222	18	3	0	2	1	0	2	370	55	2	2	0
223	23	2	0	2	3	0	3	478	364	1	2	0
224	1	0	0	1	3	0	2	354	694	2	2	0
225	14	5	1	3	0	0	3	269	309	2	2	0
226	3	1	1	4	3	1	2	502	55	2	2	0
227	17	1	0	3	1	0	0	502	32	3	2	0
228	14	3	0	2	0	0	2	478	571	2	2	0
229	22	6	0	1	3	0	3	244	658	2	2	1
230	0	2	0	4	0	0	2	74	214	1	2	0
231	23	6	0	2	3	0	0	328	322	1	2	0
232	18	2	0	4	3	1	1	319	241	2	2	0
233	15	4	0	3	0	0	2	218	426	2	2	0
234	19	5	1	4	1	0	3	125	186	2	2	0
235	1	5	1	1	3	0	3	370	543	2	1	1
236	4	2	0	2	3	0	0	125	16	2	1	1
237	20	2	0	1	1	0	0	202	483	2	2	0
238	22	2	0	1	3	0	0	480	631	2	2	0
239	15	0	0	1	0	0	1	461	15	1	2	0
240	14	2	0	1	0	0	2	324	681	2	2	0
241	3	0	0	1	3	0	3	532	391	2	2	0
242	23	4	0	3	3	0	2	53	543	2	2	1
243	23	1	0	4	3	0	2	419	430	2	2	0
244	21	6	0	2	3	0	2	197	241	1	0	0
245	18	6	1	3	1	1	1	478	241	3	2	0
246	0	2	0	1	3	0	2	444	15	1	2	0
247	3	4	0	3	3	0	0	414	543	1	2	0
248	4	2	0	3	3	0	0	412	3	2	2	0
249	3	0	0	2	1	0	0	244	90	1	2	0
250	12	1	0	1	0	0	3	478	194	2	2	0
251	18	3	0	1	1	0	2	125	142	2	2	0
252	20	5	1	2	1	0	3	125	123	2	1	1
253	13	6	1	1	0	1	1	10	234	2	2	0
254	21	3	0	3	3	0	0	463	33	2	2	0
255	2	0	0	1	0	0	3	201	42	2	2	0
256	17	6	0	1	1	0	2	521	401	1	2	0
257	4	3	0	1	0	0	2	37	55	2	2	0
258	8	0	0	1	0	0	3	391	570	2	2	0
259	17	4	0	2	3	0	0	370	606	1	2	0
260	17	6	1	3	1	0	3	179	43	2	2	0
261	11	3	1	3	1	0	3	370	378	1	2	0
262	20	1	0	2	3	0	2	502	543	1	2	1
263	0	3	0	4	3	0	3	370	594	3	2	0
264	13	1	0	3	0	0	3	370	93	3	2	0
265	16	2	0	3	0	1	0	478	467	2	2	0
266	0	2	0	1	3	0	0	554	44	2	2	0
267	11	3	0	1	1	0	0	478	378	2	2	0
268	16	0	0	4	3	0	2	190	241	1	2	1
269	0	4	0	3	3	0	2	502	483	2	2	0
270	12	4	0	3	0	0	2	79	426	2	2	0
271	21	3	0	1	3	0	1	370	48	2	2	0
272	1	1	0	1	3	0	0	218	543	2	2	0
273	20	4	0	1	1	0	2	391	255	2	2	0
274	5	0	0	2	3	0	2	391	285	3	2	0
275	1	2	0	1	3	0	2	370	196	2	2	0
276	3	2	0	2	0	0	2	56	346	1	2	0
277	0	1	0	4	1	0	2	412	223	1	2	0
278	1	0	0	1	3	0	1	370	314	2	2	0
279	3	6	1	3	3	0	0	357	238	2	2	0
280	1	1	0	1	3	0	1	125	78	2	2	0
281	1	6	0	1	3	0	2	414	543	2	2	0
282	0	4	0	3	3	0	2	328	215	2	2	0
283	15	1	0	2	1	0	2	551	214	2	2	0
284	1	5	0	2	0	0	0	393	510	2	2	0
285	0	6	0	2	3	0	1	328	51	2	1	0
286	1	6	0	1	3	0	3	461	124	2	2	0
287	1	0	0	4	3	0	0	419	283	2	2	0
288	15	0	0	1	0	0	2	324	344	2	2	0
289	0	6	0	3	3	0	2	324	543	1	2	0
290	1	6	1	1	3	0	1	323	257	1	2	0
291	11	0	0	2	1	0	2	370	606	2	2	0
292	1	2	0	2	3	0	2	384	283	2	2	0
293	0	1	0	1	3	0	2	342	139	2	2	0
294	19	5	0	2	1	0	2	246	241	1	2	0
295	0	4	0	3	3	0	2	218	543	2	1	1
296	19	3	0	1	1	0	2	72	378	2	2	0
297	2	5	1	3	3	1	0	436	357	2	2	0
298	22	2	0	1	3	0	0	444	571	2	2	0
299	4	3	0	2	3	0	0	441	304	2	2	0
300	5	6	1	1	3	0	3	324	651	2	2	0
301	21	6	0	1	3	0	2	370	84	2	2	0
302	14	1	0	1	0	0	3	370	588	2	2	0
303	21	1	0	1	3	1	0	324	432	2	1	0
304	2	2	0	2	3	0	2	502	15	1	2	1
305	16	0	0	3	0	0	0	551	51	2	1	1
306	8	6	1	3	1	0	2	328	378	1	2	0
307	14	1	0	1	3	0	2	511	378	2	2	0
308	23	6	1	2	3	0	2	391	571	1	2	0
309	16	4	0	2	0	0	0	412	571	2	2	0
310	3	3	0	1	3	1	1	478	293	2	1	0
311	16	5	0	1	3	0	2	478	16	2	0	1
312	4	5	1	4	3	1	1	9	180	2	2	0
313	19	4	0	2	3	0	2	159	570	2	2	0
314	3	1	0	2	1	0	2	436	298	2	2	0
315	5	2	0	1	1	0	1	127	143	1	2	0
316	4	4	0	3	3	0	3	398	293	2	2	0
317	12	2	0	2	0	0	3	532	241	2	2	0
318	0	1	0	2	3	0	2	502	487	2	2	0
319	1	3	0	3	3	0	1	370	518	2	2	0
320	0	3	0	2	1	0	2	370	294	2	2	0
321	12	5	1	3	0	0	2	36	309	2	2	0
322	12	6	0	2	3	0	2	475	543	2	2	0
323	0	0	0	2	0	0	2	61	571	2	2	0
324	4	1	0	1	3	0	0	230	543	2	2	0
325	2	1	0	3	3	0	1	125	543	1	2	0
326	2	6	1	3	3	0	2	370	81	3	1	1
327	5	0	0	1	3	0	2	296	130	1	2	0
328	18	0	0	2	1	0	3	328	55	2	2	0
329	5	4	0	4	3	0	3	383	543	1	2	0
330	21	1	0	3	3	0	2	391	173	1	2	0
331	1	4	1	1	3	0	2	432	598	2	1	0
332	13	0	0	2	0	0	2	339	241	1	2	0
333	9	4	0	3	2	0	3	478	241	1	2	0
334	3	1	0	2	3	0	2	414	147	4	2	0
335	3	5	1	2	3	1	1	310	55	2	2	0
336	20	0	0	3	3	0	0	419	16	2	1	1
337	0	1	0	1	0	0	0	30	273	2	2	0
338	18	0	0	1	1	0	3	502	571	4	2	0
339	1	6	0	3	3	0	0	159	46	2	2	1
340	22	2	0	4	3	0	2	69	496	2	2	1
341	21	1	0	2	3	0	3	381	651	2	2	0
342	1	3	0	1	3	0	2	93	340	2	2	1
343	0	3	0	1	3	0	2	478	20	2	2	0
344	1	0	0	3	3	0	2	37	43	2	2	0
345	23	0	0	3	3	0	0	61	241	3	2	0
346	9	1	0	1	0	0	0	561	241	2	2	0
347	0	1	0	1	3	0	3	272	101	2	2	0
348	21	3	0	4	3	0	0	471	243	1	2	1
349	19	1	0	2	3	0	1	48	543	2	1	1
350	1	6	0	3	3	0	2	453	241	2	1	1
351	19	1	0	1	3	0	3	184	606	2	2	0
352	3	0	0	1	0	0	2	125	284	2	2	0
353	1	2	0	4	3	0	2	37	51	2	2	0
354	0	0	0	1	0	0	2	330	223	1	2	0
355	0	2	0	3	3	0	2	275	179	1	2	0
356	16	6	0	3	0	0	2	159	81	2	0	1
357	1	6	0	2	3	0	2	328	322	1	2	0
358	18	3	0	1	1	0	3	502	241	1	2	0
359	1	2	0	1	3	0	3	359	543	2	2	0
360	1	4	0	1	3	0	2	218	34	2	2	0
361	21	2	0	2	3	0	2	461	420	2	2	0
362	0	6	0	1	3	0	2	334	15	2	2	1
363	19	4	0	1	1	0	2	281	543	1	2	0
364	19	2	0	2	0	0	2	111	251	1	2	0
365	1	6	0	1	3	0	2	370	433	2	1	0
366	14	5	1	1	3	0	2	139	55	4	2	0
367	17	1	0	3	3	0	1	370	340	1	2	0
368	19	3	0	1	1	1	0	293	124	2	2	0
369	3	0	0	1	3	1	1	324	317	2	2	0
370	14	6	1	1	0	0	3	328	382	2	2	0
371	16	0	0	1	0	1	1	370	214	2	2	0
372	23	3	0	3	3	0	2	324	543	1	2	1
373	1	1	0	2	3	1	1	125	46	2	2	0
374	15	2	0	3	3	0	2	37	81	2	0	0
375	22	2	0	3	3	0	3	296	441	2	2	0
376	0	1	0	1	3	0	2	32	606	2	1	1
377	20	5	1	1	0	0	3	81	401	2	1	1
378	14	6	0	4	0	0	3	116	130	1	2	1
379	0	5	0	1	3	0	3	324	214	2	2	0
380	0	5	0	3	3	0	0	370	458	2	2	0
381	19	1	0	2	3	0	2	324	15	3	1	0
382	2	5	0	4	3	0	2	391	666	2	0	0
383	14	0	0	4	3	0	2	125	189	2	2	0
384	13	0	0	3	0	0	2	370	241	1	2	0
385	0	0	0	1	0	0	2	478	401	1	2	0
386	20	5	1	1	1	0	3	354	262	2	2	0
387	2	4	0	2	3	0	2	218	617	2	2	0
388	20	0	0	3	3	0	3	419	680	2	2	0
389	20	1	0	2	3	0	2	444	546	2	2	0
390	7	4	0	2	2	1	1	444	393	2	2	0
391	2	2	0	1	3	0	2	391	278	2	2	0
392	23	5	0	3	3	0	0	370	666	2	2	1
393	15	4	0	2	0	0	3	10	581	2	2	0
394	14	5	1	1	0	1	0	377	629	2	2	0
395	0	6	1	2	3	0	3	324	543	1	0	0
396	7	2	0	4	1	0	1	509	43	1	2	0
397	20	5	0	2	1	1	1	125	214	2	1	1
398	19	0	0	3	1	0	2	324	42	2	2	0
399	16	0	1	1	1	0	1	528	571	2	2	0
400	16	6	1	4	0	0	2	478	33	2	2	0
401	22	2	0	2	3	0	2	502	213	2	2	0
402	4	6	1	3	3	0	2	60	33	2	2	0
403	3	0	0	1	3	1	0	169	214	2	2	0
404	16	4	0	2	0	0	3	37	6	2	1	1
405	3	6	0	2	3	0	2	169	520	2	1	1
406	8	1	0	4	0	1	1	478	198	2	2	0
407	18	5	0	4	3	0	2	370	543	1	2	1
408	1	4	0	1	3	0	3	327	123	2	2	0
409	19	0	0	2	1	0	3	478	396	2	2	0
410	3	0	0	3	3	0	2	63	543	2	0	1
411	1	6	0	2	3	0	2	328	543	2	1	1
412	18	1	0	3	1	0	3	197	283	1	2	0
413	0	0	0	2	3	0	2	551	432	3	1	0
414	12	4	0	4	0	0	3	246	186	2	2	0
415	19	3	0	4	3	0	3	430	214	2	2	0
416	2	6	0	2	3	0	2	472	123	1	2	0
417	1	4	0	1	3	0	0	370	410	2	1	0
418	2	0	0	4	1	0	2	328	43	2	2	0
419	15	4	0	4	0	1	1	370	244	1	0	1
420	1	4	0	2	0	0	2	391	298	2	2	0
421	19	3	0	2	1	0	2	328	43	2	2	0
422	14	5	0	3	1	0	2	159	543	2	2	1
423	20	5	0	3	1	0	2	370	346	2	2	0
424	18	6	0	2	1	0	2	357	658	2	0	0
425	0	0	0	2	1	0	3	461	20	2	2	0
426	2	5	1	1	3	0	3	457	16	2	1	1
427	22	6	0	3	3	0	2	63	16	2	0	1
428	3	1	0	3	3	1	0	502	571	2	2	0
429	12	4	0	2	0	1	0	416	284	2	2	0
430	0	0	0	4	3	1	1	125	337	2	1	0
431	13	3	0	1	0	1	1	10	241	1	2	0
432	3	3	0	1	3	1	1	508	88	2	1	1
433	1	1	0	3	3	0	1	179	241	1	2	0
434	1	2	0	3	3	0	2	370	241	2	2	0
435	0	2	0	3	3	0	2	478	543	2	1	1
436	22	0	0	1	3	0	3	377	51	2	1	0
437	1	1	0	1	3	0	3	570	420	2	2	0
438	22	1	0	3	3	0	2	180	241	2	2	1
439	13	2	0	4	1	0	3	478	321	2	2	0
440	0	4	0	3	3	0	2	391	485	2	2	0
441	3	6	1	4	1	0	0	419	216	2	2	0
442	3	0	0	4	3	0	2	37	318	1	2	0
443	3	1	0	1	2	0	1	383	317	2	2	0
444	3	1	0	1	3	0	2	125	543	2	1	0
445	14	1	0	3	0	0	2	463	103	2	2	0
446	16	5	0	2	0	0	0	159	590	3	2	0
447	4	4	0	4	3	0	2	324	374	2	2	0
448	5	2	0	2	1	0	2	425	487	2	2	0
449	4	4	0	1	3	0	1	264	191	1	2	0
450	0	5	0	1	3	0	0	72	33	2	2	0
451	20	6	0	2	3	0	2	414	15	2	1	0
452	3	1	0	3	3	0	2	370	496	1	2	0
453	20	2	0	1	1	1	0	125	46	2	2	1
454	9	6	1	1	1	0	2	478	221	2	2	0
455	1	0	0	3	3	0	1	528	74	2	2	0
456	21	5	0	2	3	0	2	289	16	1	1	1
457	22	2	0	1	3	1	1	540	571	2	2	0
458	18	3	0	2	1	0	3	478	669	2	2	0
459	4	4	0	1	1	0	3	370	71	2	2	0
460	14	6	0	2	0	0	3	328	94	1	2	1
461	1	6	0	3	3	0	2	324	585	2	1	0
462	2	1	0	3	3	0	0	414	340	3	1	1
463	3	5	0	3	3	0	2	324	341	2	0	0
464	18	5	0	3	3	0	2	408	315	1	2	1
465	14	0	0	1	0	0	2	370	616	1	2	0
466	21	0	0	4	3	0	1	218	543	1	2	0
467	2	2	0	1	3	0	3	293	487	2	2	0
468	16	2	0	3	0	0	2	502	420	2	2	0
469	16	2	0	1	3	1	1	324	660	2	1	0
470	0	2	0	3	1	0	2	444	41	2	2	0
471	21	5	0	2	3	0	2	218	90	1	0	0
472	19	1	0	3	1	0	3	175	378	2	2	0
473	15	4	0	4	0	0	2	280	212	2	2	0
474	0	6	0	4	3	1	1	125	51	2	1	0
475	22	2	0	1	3	0	0	218	543	2	0	0
476	3	0	0	3	3	0	2	328	586	3	1	1
477	15	2	0	3	0	0	2	0	294	2	2	0
478	21	0	0	1	3	0	2	370	379	3	1	1
479	18	3	0	1	1	1	1	330	571	2	2	0
480	0	4	0	1	0	0	2	271	440	2	2	0
481	0	4	0	3	0	0	3	203	294	2	2	0
482	2	0	0	2	3	0	2	391	103	2	2	0
483	5	5	1	1	3	0	2	502	305	2	2	0
484	21	0	0	1	3	0	0	478	378	2	2	0
485	14	0	0	1	1	0	0	328	265	2	2	0
486	1	0	0	1	0	1	1	324	41	2	2	0
487	0	0	0	3	1	1	1	218	241	1	2	0
488	0	0	0	3	3	0	2	370	408	2	2	0
489	0	5	0	4	3	0	2	43	543	2	1	1
490	18	5	1	3	1	0	3	128	321	2	2	0
491	19	1	0	3	1	0	2	519	197	2	2	0
492	1	0	0	4	3	0	2	326	543	2	1	0
493	21	1	0	2	3	0	1	328	241	2	2	0
494	15	0	0	1	1	0	0	81	243	2	2	0
495	16	5	1	1	0	0	3	219	398	2	2	0
496	1	5	1	3	3	0	0	370	241	2	2	0
497	22	5	0	3	3	0	2	532	401	1	2	1
498	1	1	0	4	1	0	0	37	366	1	2	0
499	2	2	0	1	1	0	2	125	55	2	2	0
500	4	6	0	2	3	0	2	370	241	1	2	0
501	23	0	0	3	3	0	0	416	223	1	0	1
502	0	0	0	1	0	0	3	243	402	2	2	0
503	3	1	0	1	1	0	2	91	294	2	2	0
504	0	0	0	3	3	0	2	370	55	2	2	0
505	2	5	1	4	3	0	3	197	241	1	2	0
506	0	1	0	1	3	0	0	218	186	2	2	0
507	15	6	0	3	3	0	2	328	318	3	2	0
508	14	6	0	3	3	0	0	414	16	2	1	1
509	18	0	0	2	1	0	2	370	484	2	2	0
510	18	6	1	1	1	0	3	502	42	2	2	0
511	18	6	0	2	3	0	2	453	553	2	1	1
512	16	2	0	4	0	0	0	125	420	2	2	0
513	16	6	1	4	0	0	1	391	32	2	2	0
514	16	0	0	3	0	1	0	81	214	2	2	0
515	4	1	0	3	3	0	2	461	379	2	1	0
516	14	0	0	2	3	0	2	341	55	2	2	0
517	2	0	0	4	3	0	2	328	598	3	1	0
518	2	4	0	1	3	0	2	281	340	1	2	0
519	21	5	1	3	3	0	2	478	43	2	2	0
520	15	1	0	2	0	0	1	53	43	2	2	0
521	4	1	0	1	3	0	0	502	130	1	2	1
522	19	3	0	2	1	1	1	237	241	2	2	0
523	18	5	1	3	1	0	0	502	274	2	2	0
524	20	4	0	3	3	0	1	196	128	2	2	0
525	20	5	1	2	3	0	3	502	512	2	2	0
526	19	0	0	3	1	0	2	185	543	1	2	0
527	1	6	0	1	3	0	2	82	130	2	2	1
528	17	2	0	4	1	0	3	370	71	2	2	0
529	17	2	0	2	1	0	2	419	142	2	2	0
530	14	1	0	2	0	0	3	370	48	2	2	0
531	17	5	0	1	3	0	2	159	598	3	1	0
532	15	6	0	2	0	0	3	218	306	2	2	0
